CEBS_PubNumber,CEBS_TestArticleName,CEBS_DTXSID,CEBS_CASRN,CEBS_AMES_CONCLUSION,CEBS_MALE_RAT_IN_VIVO_MICRONUCLEUS,CEBS_FEMALE_RAT_IN_VIVO_MICRONUCLEUS,CEBS_MALE_MOUSE_IN_VIVO_MICRONUCLEUS,CEBS_FEMALE_MOUSE_IN_VIVO_MICRONUCLEUS,CEBS_IN_VITRO_MN_CONCLUSION,CEBS_MALE_RAT_COMET,CEBS_FEMALE_RAT_COMET,CEBS_MALE_MOUSE_COMET,CEBS_FEMALE_MOUSE_COMET
,Piperine,DTXSID3021805,94-62-2,Negative,,,,,,,,,
,o-Phenetidine,DTXSID5025863,94-70-2,Equivocal,,,,,,,,,
,"2,4-Dichlorophenoxyacetic acid",DTXSID0020442,94-75-7,Negative; Negative,,,,,,,,,
,"Butyl(2,4-dichlorophenoxy) acetate",DTXSID5020443,94-80-4,Negative,,,,,,,,,
,"2-Ethyl-1,3-hexanediol",DTXSID4025292,94-96-2,Negative,,,,,,,,,
TR-115,Sulfallate,DTXSID7021289,95-06-7,Positive,,,,,,,,,
TR-088,"1,2,3-Benzotriazole",DTXSID6020147,95-14-7,Weakly Positive,,,,,,,,,
,Benzothiazole,DTXSID7024586,95-16-9,Negative,,,,,,,,,
,2-Heptadecyl-3-hydroxyethylimidazoline,DTXSID9025378,95-19-2,Negative,,,,,,,,,
,o-Bromotoluene,DTXSID2024660,95-46-5,Negative,,,,,,,,,
,o-Xylene,DTXSID3021807,95-47-6,Negative,,,,,,,,,
,o-Cresol,DTXSID8021808,95-48-7,Negative,,,Negative,Negative,,,,,
TR-255,"1,2-Dichlorobenzene (o-dichlorobenzene)",DTXSID6020430,95-50-1,Negative,,,Negative; Negative; Negative,Negative,,,,,
,o-Chloroaniline,DTXSID2021810,95-51-2,Negative; Negative,Positive,,Negative; Negative,Negative,,,,,
,o-Toluidine,DTXSID1026164,95-53-4,Positive,Positive,,Negative,,,,,,
,o-Phenylenediamine,DTXSID3025881,95-54-5,Positive,,,,,,,,,
,o-Aminophenol,DTXSID8024498,95-55-6,Weakly Positive; Positive; Positive,,,,,,,,,
,o-Chlorophenol,DTXSID5021544,95-57-8,Negative,,,,,,,,,
,"3,4-Xylidine",DTXSID3026308,95-64-7,Positive,,,,,,,,,
,"3,4-Dimethyl phenol",DTXSID4024062,95-65-8,Negative,,,,,,,,,
,"2,4-Xylidine",DTXSID8026305,95-68-1,Positive,,,,,,,,,
TR-145,3-Chloro-p-toluidine,DTXSID0020286,95-74-9,Weakly Positive; Negative,,,,,,,,,
,"3,4-Dichloroaniline",DTXSID7021815,95-76-1,Negative,,,,,,,,,
,"3,4-Dichlorophenol",DTXSID7025005,95-77-2,Negative,,,,,,,,,
,"2,5-Xylidine",DTXSID3026306,95-78-3,Positive,,,,,,,,,
TR-187,5-Chloro-o-toluidine,DTXSID5020287,95-79-4,Negative; Negative; Negative,,,,,,,,,
TR-162,"2,4-Diaminotoluene",DTXSID4020402,95-80-7,Positive,,,Negative; Negative,Negative,,,,,
,"2,5-Dichloroaniline",DTXSID6024967,95-82-9,Negative,,,,,,,,,
TR-063,4-Chloro-o-phenylenediamine,DTXSID5020283,95-83-0,Positive,,,Positive,,,,,,
,2-Amino-4-methylphenol,DTXSID4024488,95-84-1,Positive,,,,,,,,,
,2-Amino-4-chlorophenol,DTXSID5024473,95-85-2,Weakly Positive,,,,,,,,,
,"2,5-Dimethyl phenol",DTXSID6025145,95-87-4,Negative; Equivocal,,,,,,,,,
,Thenyldiamine hydrochloride,DTXSID4026131,958-93-0,Negative,,,,,,,,,
,"1,2,4,5-Tetrachlorobenzene",DTXSID7024320,95-94-3,Negative,,,Negative,Negative,,,,,
,"2,4,5-Trichlorophenol",DTXSID4024359,95-95-4,Negative,,,,,,,,,
,Styrene oxide,DTXSID2021286,96-09-3,Positive,,,,,,,,,
TR-033,Tetrachlorvinphos,DTXSID1032648,961-11-5,Negative,,,,,,,,,
"TR-028, TR-206","1,2-Dibromo-3-chloropropane",DTXSID3020413,96-12-8,Positive,,,Negative,,,,,,
TR-400,"2,3-Dibromo-1-propanol",DTXSID7021817,96-13-9,Positive,,,Negative,,,,,,
TR-384,"1,2,3-Trichloropropane",DTXSID9021390,96-18-4,Positive; Positive,,,,,,,,,
,"2,2'-Dimethylbenzidine hydrochloride",DTXSID0025107,96196-27-9,Positive,,,,,,,,,
,"1,3-Dichloro-2-propanol",DTXSID6025010,96-23-1,Positive,,,Negative,,,,,Positive,
,"3-Chloro-1,2-propanediol",DTXSID4020664,96-24-2,Positive,,,,,,,,,
,Dihydroxyacetone,DTXSID0025072,96-26-4,Positive,,,,,,,,,
,Methyl ethyl ketoxime,DTXSID1021821,96-29-7,Positive,,,Negative,Negative,,,,,
,"N,N-Dimethylurea",DTXSID5025156,96-31-1,Negative,,,,,,,,,
,Methyl acrylate,DTXSID0024183,96-33-3,Negative; Negative; Negative,,,,,,,,,
,Methylcyclopentane,DTXSID3025590,96-37-7,Negative,,,,,,,,,
TR-388,Ethylene thiourea (ETU),DTXSID5020601,96-45-7,Weakly Positive; Negative,,,,,,,,,
,2-Methyltetrahydrofuran,DTXSID9030258,96-47-9,Negative,,,,,,,,,
TR-406,gamma-Butyrolactone,DTXSID6020224,96-48-0,Negative,,,,,,,,,
,2-Thiazolamine,DTXSID5024508,96-50-4,Positive,,,,,,,,,
,6-Amino-4-nitro-1-phenol-2-sulfonic acid,DTXSID3024495,96-67-3,Negative,,,,,,,,,
TR-435,"4,4-Thiobis(6-tert-butyl-m-cresol)",DTXSID4021341,96-69-5,Negative,,,,,,,,,
TR-050,Acetohexamide,DTXSID7020007,968-81-0,Negative,,,,,,,,,
,"2-Amino-4,6-dinitrophenol",DTXSID5024479,96-91-3,Positive,,,,,,,,,
,4-Methyl-3-nitrobenzoic acid,DTXSID6025642,96-98-0,Positive,,,,,,,,,
,"2,4-Dinitroaniline",DTXSID1021823,97-02-9,Positive,,,,,,,,,
,"2,2'-Thiobis(4,6-dichlorophenol)",DTXSID9021342,97-18-7,Negative; Equivocal,,,,,,,,,
,"2,2'-Methylene-bis (4-chlorophenol)",DTXSID6021824,97-23-4,Weakly Positive; Positive,,,,,,,,,
,"2,2'-Thiobis(4-chlorophenol)",DTXSID4026137,97-24-5,Negative,,,,,,,,,
,4-Methoxy-3-nitro-N-phenylbenzamide,DTXSID7025558,97-32-5,Positive,,,,,,,,,
,Carvyl acetate,DTXSID3024738,97-42-7,Negative,,,,,,,,,
,2-Methoxy-4-nitroaniline,DTXSID0038700,97-52-9,Positive,,,,,,,,,
TR-223,Eugenol,DTXSID9020617,97-53-0,Negative,,,Negative,,,,,,
TR-551,Isoeugenol,DTXSID7022413,97-54-1,Negative; Negative,,,Negative,Positive,,,,,
,o-Aminoazotoluene,DTXSID1020069,97-56-3,Positive,,,,,,,,,
,Ethyl methacrylate,DTXSID1025308,97-63-2,Negative,,,,,,,,,
TR-166,Tetraethylthiuram disulfide,DTXSID1021322,97-77-8,Negative,,,,,,,,,
,"N,N,N',N'-Tetramethyl-1,3-butanediamine",DTXSID0026121,97-84-7,Negative,,,,,,,,,
,Isobutyl methacrylate,DTXSID3025461,97-86-9,Negative,,,,,,,,,
,Butyl methacrylate,DTXSID4024696,97-88-1,Negative,,,,,,,,,
TR-482,Furfuryl alcohol,DTXSID2025347,98-00-0,Negative,,,Negative,,,,,,
TR-382,Furfural,DTXSID1020647,98-01-1,Negative; Equivocal; Equivocal,,,,,,,,,
,Benzotrichloride,DTXSID1020148,98-07-7,Positive,,,,,,,,,
,Benzotrifluoride,DTXSID2024589,98-08-8,Negative; Negative,,,,,,,,,
,Benzene sulfonic acid,DTXSID9024568,98-11-3,Negative,,,,,,,,,
,m-Chlorobenzotrifluoride,DTXSID4024773,98-15-7,Negative,,,,,,,,,
,"3-Amino-a,a,a-trifluorotoluene",DTXSID9024512,98-16-8,Negative,,,,,,,,,
,Chloramphenicol sodium succinate,DTXSID2024747,982-57-0,Negative,,,,,,,,,
,p-tert-Butylcatechol,DTXSID5024687,98-29-3,Negative,Negative,,Negative,Negative,,,,,
,2-Amino-4-(methylsulfonyl)phenol,DTXSID8024490,98-30-6,Negative,,,,,,,,,
,2-Amino-1-phenol-4-sulfonic acid,DTXSID5024500,98-37-3,Negative,,,,,,,,,
,"3-Nitro-a,a,a-trifluorotoluene",DTXSID9025794,98-46-4,Negative,,,,,,,,,
,p-tert-Butyltoluene,DTXSID1024704,98-51-1,Negative,,,,,,,,,
TR-594,"p-Chloro-a,a,a-trifluorotoluene",DTXSID7024821,98-56-6,Negative; Negative,Equivocal,Negative,Positive,Equivocal,,,,,
TR-542,Cumene,DTXSID1021827,98-82-8,Negative; Negative,Positive; Negative,,Negative; Negative,Negative; Negative,,Positive,,Negative,Positive
TR-543,alpha-Methylstyrene,DTXSID9025661,98-83-9,Negative,,,Negative,Positive,,,,,
TR-369,alpha-Methylbenzyl alcohol,DTXSID1020859,98-85-1,Negative,,,,,,,,,
,"alpha,alpha-Dichlorotoluene",DTXSID6025014,98-87-3,Positive,,,,,,,,,
,Nicotinamide,DTXSID2020929,98-92-0,Negative,,,,,,,,,
TR-364,Rhodamine 6G,DTXSID1021243,989-38-8,Negative,,,,,,,,,
,Nitrobenzene,DTXSID3020964,98-95-3,Negative; Negative,,,,,,,,,
,4-Methoxymethylcyclohexylmethanol,DTXSID4072990,98955-27-2,Negative,,,,,,,,,
TR-048,Pyrazinamide,DTXSID9021215,98-96-4,Negative,,,,,,,,,
,Picolinic acid,DTXSID7031903,98-98-6,Equivocal,,,,,,,,,
,m-Toluic acid,DTXSID1021617,99-04-7,Negative,,,,,,,,,
,3-Dimethylaminophenol,DTXSID0025101,99-07-0,Positive,,,,,,,,,
,m-Nitrotoluene,DTXSID5021831,99-08-1,Negative,Negative,,Negative,,,,,,
,m-Nitroaniline,DTXSID6025725,99-09-2,Positive,,,,,,,,,
,"1,3-Dimethyl-5-nitrobenzene",DTXSID7025136,99-12-7,Positive,,,,,,,,,
,C.I. Direct Red 2,DTXSID3025203,992-59-6,Negative,,,,,,,,,
,Dichloran,DTXSID2020426,99-30-9,Positive,,,,,,,,,
,Trichloromethylstannane,DTXSID1027346,993-16-8,Negative,,,,,,,,,
,Tertiary amyl methyl ether (TAME),DTXSID8024521,994-05-8,Negative; Negative,,,,,,,,,
,Carveol,DTXSID3024736,99-48-9,Negative,,,,,,,,,
,"1,2-Dimethyl-4-nitrobenzene",DTXSID2025133,99-51-4,Positive,,,,,,,,,
,2-Methyl-4-nitroaniline,DTXSID3025629,99-52-5,Positive,,,,,,,,,
,"3,4-Dichloronitrobenzene",DTXSID8024999,99-54-7,Positive,,,,,,,,,
TR-107,5-Nitro-o-toluidine,DTXSID4020959,99-55-8,Positive,,,,,,,,,
TR-180,4-Nitro-o-phenylenediamine,DTXSID9020958,99-56-9,Positive; Positive; Positive,,,Equivocal,,,,,,
TR-339,2-Amino-4-nitrophenol,DTXSID6020062,99-57-0,Positive; Positive,Negative,,Negative,,,,,,
TR-127,5-Nitro-o-anisidine,DTXSID0020943,99-59-2,Positive,,,,,,,,,
,m-Dinitrobenzene,DTXSID9024065,99-65-0,Positive,,,,,,,,,
,Valproic acid,DTXSID6023733,99-66-1,Negative,,,,,,,,,
,Buckminsterfullerene,DTXSID4031772,99685-96-8,,Negative; Negative,Negative; Negative,Negative; Negative,Negative; Negative,,,,,
,Methyl-p-toluate,DTXSID4025668,99-75-2,Negative,,,,,,,,,
,p-Menthane,DTXSID9025530,99-82-1,Negative,,,,,,,,,
,p-Toluic acid,DTXSID6021618,99-94-5,Negative,,,,,,,,,
,Allyl acrylate,DTXSID4024438,999-55-3,Negative; Negative,,,,,,,,,
TR-579,"N,N-Dimethyl-p-toluidine",DTXSID0021832,99-97-8,Negative; Negative,,,Negative; Negative,Negative,,Positive,,Negative,
TR-158,2-Chloroethyltrimethylammonium chloride,DTXSID6020303,999-81-5,Negative; Negative,,,,,,,,,
,"N,N-Dimethyl-p-phenylenediamine",DTXSID6025149,99-98-9,Positive,,,,,,,,,
TR-498,p-Nitrotoluene,DTXSID5023792,99-99-0,Negative,Negative,,Negative,,,,,,
,Hexamethyldisilazane,DTXSID2025395,999-97-3,Negative,,,,,,,,,
,Actaea racemosa (black cohosh) XRM,,Actaea_racemosa_XRM_2015,Negative,,,,,,,,,
,AZT/3TC/NLFR combination,DTXSID7030777,AIDSNLFRCOMB,Negative,,,,,,,,,
,Blue-green algae,DTXSID6030863,ALGAEBLUEGRE,Negative; Negative,,,Negative,,,,,,
,Aloe vera charcoal filtered whole leaf extract,DTXSID8044335,ALOEVFILTER,Negative,,,,,,,,,
TR-577,Aloe vera whole leaf extract (native),DTXSID7030694,ALOEVLEAFEXT,Negative,,,,,,,,,
,Amsco solvent F (65%),DTXSID3030719,AMSCO65SOLF,Positive,,,,,,,,,
,Aspergillus fumigatus mold,,ASPERGILLUS,Negative,,,Negative,Negative,,,,,
,AZT+3TC combination,,AZT3TCCOMBO,,,,Positive; Positive; Positive; Negative; Negative; Negative,,,,,,
,"3'-Azido-3'-deoxythymidine and 2',3'-Dideoxycytidine",DTXSID7030278,AZTDDCCOMB,,,,Positive; Negative,,,,,,
,"3'-Azido-3'-deoxythymidine and 2',3'-Dideoxyinosine (AIDS initiative)",DTXSID2030277,AZTDDICOMB,,,,Positive; Positive; Positive; Positive; Positive; Positive; Positive; Positive; Positive; Positive; Positive; Positive; Positive; Negative,Positive; Positive,,,,,
,Black cohosh extract (BCE3),,BCE_331503,Negative,,,,,,,,,
,Benzene + aniline combo,DTXSID5030797,BENZANILINMX,,,,Positive,,,,,,
"TR-595, TR-596",Cell Phone Radiation (CDMA),,CELLPRADCDMA,,Negative,Negative,Negative,Negative,,Positive,Negative,Positive,Positive
"TR-595, TR-596",Cell Phone Radiation: GSM,,CELLPRADGSM,,Negative,Negative,Negative,Negative,,Negative,Negative,Positive,Negative
,Chemical mixture - drinking water contaminants,DTXSID7030981,CHEMMIXH2O,,Negative,Equivocal,Negative,Equivocal,,,,,
,Metal working fluids (CIMSTAR 3733),DTXSID5040209,CIMSTAR3733,Equivocal,,,,,,,,,
TR-586,Metal Working Fluids: CIMSTAR 3800,,CIMSTAR3800,Weakly Positive,Negative,Negative,Negative,Negative,,,,,
,Metal working fluids (Cimtech 310),DTXSID8031572,CIMTECH310,Negative,,,,,,,,,
,Metal working fluids (Clearedge 6584),DTXSID3031573,CLEAREDG6584,Negative,,,,,,,,,
,Metal working fluids (Cimperial 1070),DTXSID8031570,CMPERIAL1070,Positive,,,,,,,,,
,Corn Oil/Acetone (99:1),,CORNACETONE,,,,,,,Negative,,,
,Crude MCHM,,CRUDEMCHM,Negative,Negative,,,,,,,,
TR-310,Diesel fuel marine,DTXSID1031175,DIESELFUEL,Negative,,,,,,,,,
,Dong quai,DTXSID3040196,DONGQUAI,Negative,,,,,,,,,
,Dowanol DiPPh glycol ether,DTXSID90274132,DOWANOLDIPPH,Negative,,,,,,,,,
,Aflatoxin extract AA 34-1,DTXSID6030655,EMTDP-01,Positive,,,,,,,,,
,Aflatoxin extract AA 34-2,DTXSID6030657,EMTDP-02,Positive,,,,,,,,,
,Aflatoxin extract AA 34-4,DTXSID1030658,EMTDP-03,Positive,,,,,,,,,
,Aflatoxin extract AA 34-5,DTXSID6030659,EMTDP-04,Positive,,,,,,,,,
,Aflatoxin extract AA 34-6,DTXSID5030660,EMTDP-05,Positive,,,,,,,,,
,Aflatoxin extract AA 34-7,DTXSID0030661,EMTDP-06,Positive,,,,,,,,,
,Aflatoxin extract AA 34-8,DTXSID5030662,EMTDP-07,Positive,,,,,,,,,
,Aflatoxin extract AA 34-9,DTXSID0030663,EMTDP-08,Positive,,,,,,,,,
,Aflatoxin extract AA 34-10,DTXSID1030656,EMTDP-09,Positive,,,,,,,,,
,Aflatoxin derivative (AA34-3-82107),DTXSID3030638,EMTDP-11,Positive,,,,,,,,,
,Aflatoxin derivative (N1D-82107),DTXSID8030639,EMTDP-12,Positive; Positive,,,,,,,,,
,Aflatoxin derivative (P-1-Ac-82107),DTXSID7030640,EMTDP-13,Negative,,,,,,,,,
,Aflatoxin derivative (P-1-Me-82107),DTXSID2030641,EMTDP-14,Negative,,,,,,,,,
,Aflatoxin derivative (T1D-82107),DTXSID7030642,EMTDP-15,Equivocal,,,,,,,,,
,Aflatoxin derivative (T1D3-82107),DTXSID2030643,EMTDP-16,Negative,,,,,,,,,
,Aflatoxin derivative (T1D4-82107),DTXSID7030644,EMTDP-17,Negative,,,,,,,,,
,Aflatoxin derivative (T1D5-82107),DTXSID2030645,EMTDP-18,Negative,,,,,,,,,
,Aflatoxin derivative (T1D6-82107),DTXSID7030646,EMTDP-19,Negative,,,,,,,,,
,Aflatoxin derivative (T1D7-82107),DTXSID2030647,EMTDP-20,Equivocal,,,,,,,,,
,Aflatoxin derivative (T1D8-82107),DTXSID7030648,EMTDP-21,Negative,,,,,,,,,
,Aflatoxin derivative (T1E-82107),DTXSID2030649,EMTDP-22,Negative,,,,,,,,,
,Aflatoxin derivative (T1J2-82107),DTXSID1030650,EMTDP-23,Negative,,,,,,,,,
,Aflatoxin derivative (T1K1-82107),DTXSID6030651,EMTDP-24,Negative,,,,,,,,,
,Aflatoxin derivative (T1L1-82107),DTXSID6030653,EMTDP-25,Negative,,,,,,,,,
,Aflatoxin derivative (T1M1-82107),DTXSID1030654,EMTDP-26,Positive,,,,,,,,,
,Aflatoxin derivative (T1K2-82107),DTXSID1030652,EMTDP-27,Negative,,,,,,,,,
,Phosphate ester,,EMTDP-46,Equivocal,,,,,,,,,
,"Cape aloes, powdered",DTXSID9024722,EMTDP-70,Equivocal,,,,,,,,,
TR-199,Selsun,DTXSID8026014,EMTDP-74,Negative,,,,,,,,,
,Black newsprint ink,DTXSID0024630,EMTDP-75,Positive,,,,,,,,,
,3-Methyl-6-methoxy-2-amino-benzothiazolium chloride,DTXSID8025624,EMTDP-76,Positive,,,Negative,Negative,,,,,
,Black newsprint inks (offset),DTXSID5024631,EMTDP-77,Positive,,,,,,,,,
,"Cascara sagrada bark, powdered",DTXSID2024741,EMTDP-78,Negative,,,,,,,,,
,"Asphalt fume extracts, neat",DTXSID4030752,EMTDP-79,Positive,,,,,,,,,
,"Asphalt fume extracts, fraction A",DTXSID0030746,EMTDP-80,Weakly Positive,,,,,,,,,
,"Asphalt fume extracts, fraction B",DTXSID5030747,EMTDP-81,Positive,,,,,,,,,
,"Asphalt fume extracts, fraction C",DTXSID0030748,EMTDP-82,Positive,,,,,,,,,
,"Asphalt fume extracts, fraction D",DTXSID5030749,EMTDP-83,Weakly Positive,,,,,,,,,
,"Asphalt fume extracts, fraction E",DTXSID4030750,EMTDP-84,Negative,,,,,,,,,
,"Asphalt fume extracts, fractions A-E",DTXSID9030751,EMTDP-85,Positive,,,,,,,,,
,Polystyrene med mol. wt.,,EMTDP-90,Negative,,,,,,,,,
,Polystyrene high mol. wt.,,EMTDP-91,Negative,,,,,,,,,
,Interferon A/D A(rHuIFN A/D-A),,EMTDP-97,,,,Negative,,,,,,
,Interferon A/D A/D(rHuIFN -A/D A/D),,EMTDP-98,,,,Negative,,,,,,
TR-562,Goldenseal root powder,DTXSID6031384,GOLDENSEALRT,Negative,,,Negative,Negative,,,,,
,Grape seed extract,DTXSID1031385,GRAPESEEDEXT,Negative,,,,,,,,,
TR-585,Green Tea Extract,DTXSID0031398,GREENTEAEXTR,Positive,Negative,,Negative,Negative,,,,,
,Gum Guggul Extract,DTXSID3040198,GUMGUGGULEXT,,Negative,Negative,Negative,Negative,,,,,
,D&C Orange 5 zirconium lake,DTXSID6031093,NOCAS_31093,Negative,,,,,,,,,
,Pesticide/fertilizer contamination--mixture 2,DTXSID8031867,PESTFERTMIX2,,,,,Negative (Nonstandard Protocol),,,,,
,Pesticide/fertilizer contamination--mixture 3,DTXSID3031868,PESTFERTMIX3,,,,,Positive (Nonstandard Protocol),,,,,
,Phthalocyanine mixture (undefined),DTXSID7031901,PHTHALOCYAN,Positive,,,,,,,,,
,Pine bark extract,DTXSID2031908,PINEBARKEXT,Positive,,,,,,,,,
TR-573,Styrene-acrylonitrile trimer,DTXSID8032093,SANTRIMER2,Negative,Positive,Positive,,,,Positive,Positive,,
,Scutellaria,DTXSID8040199,SCUTELLARIA,Negative,,,,,,,,,
,Metal working fluids (Superedge 6768),DTXSID8031574,SUPEREDG6768,Positive,,,,,,,,,
,Metal working fluids (Syntilo 1023),DTXSID3031575,SYNTILO1023,Negative,Negative,Negative,Equivocal,Negative,,,,,
,Metal working fluids (Trim 229),DTXSID8031576,TRIM229,Negative,,,,,,,,,
,Metal working fluids (Trim SC210),DTXSID3031577,TRIMSC210,Positive,Equivocal,Equivocal,Negative,Negative,,,,,
TR-591,Metal Working Fluids: TRIM VX,,TRIMVX,Negative,Negative,Negative,Negative,Negative,,,,,
TR-510,Urethane + ethanol (combination),DTXSID2032267,URETHCOMB,,,,Positive,Positive,,,,,
